question,answer,times_asked
nous sommes actuellement en mode hybride. êtes-vous disposé à venir au bureau au moins 3 jours/semaine:select an option^yes^no,,2.0
are a united states citizen:select an option^yes^no,,2.0
quantos anos de experiência com tecnologia da informação você tem,,2.0
¿cuántos años de experiencia tienes con laravel,,2.0
"by checking this box, will declare that read and understand the guardant health privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,2.0
job control language (jcl),,2.0
dbt  have,,2.0
are eligible to work the united states:select an option^no^yes,,2.0
will now or the future require sponsorship for employment canada:select an option^i not require sponsorship for employment canada^i will require sponsorship the future for employment canada^n/a - i am based the united states,,2.0
this role requires fluency english and turkish. speak both languages:yes,,2.0
"experience the gis sector over a consolidated period (nominally 1+ years), or other equivalent transferable experience.:select an option^yes^no",,2.0
direct sales,,2.0
can connect to a linux / unix server and use to console to analyze log files:select an option^yes^no,,2.0
"how did hear about job opportunities at fishawack health:select an option^indeed^linkedin^milkround^glassdoor^mygwork^careers/networking evening^friend, family member or ex-colleague^member the talent team contacted me directly^inclusive jobs^fishawack website/careers page^twitter^diversity.com^hlpa^other",,2.0
"voluntary candidate diversity survey at distributel, diversity and inclusion is an organizational imperative and we strive for all employees to feel included, valued, and heard. as enter our interviewing process, we invite to complete this survey to help assist us our diversity and inclusion efforts at distributel. providing the personal information requested by these questions is purely voluntary. if any questions about the collection or use this information, please contact diversity_and_inclusion@distributel.ca age:select an option^19 and under^20-24^25-29^30-34^35-39^40-44^45-49^50-54^55-59^60-64^65 and over^prefer not to say",,2.0
how many successful professional projects delivered webgl,,2.0
the following license or certification certified securities compliance professional (cscp):yes^no,,2.0
what kind  automation:select an option^yes^no,,2.0
"can work under supervision, as part a dedicated team and and independently:select an option^yes^no",,2.0
go lang,,2.0
¿cuántos años de experiencia tienes en manejo de servidores,,2.0
"being fluently bilingual english and french is a must for this role. are able to read, write and speak both languages:yes^no",,2.0
¿tienes experiencia realizanimplementaciones en la nube:select an option^yes^no,,2.0
experience mqs (kafka or rabbitmq):select an option^yes^no,,2.0
"working java/j2ee, spring mvc, hibernate:1-2^3-5^6-8^8+",,2.0
which software development technologies are proficient with,,2.0
are full bilingual french & english:select an option^yes^no,,2.0
are eligible to work canada without sponsorship:yes^no,,2.0
spark,,2.0
at least 5 years industry experience:yes^no,,2.0
worked public trust before:select an option^yes^no,,2.0
knowledge and expertise aws:select an option^yes^no,,2.0
experience any the following:select an option^yes^no,,2.0
are a microsoft certified developer:select an option^yes^no,,2.0
spatial data,,2.0
"building energy modeling experience (ies-ve, energyplus, openstudio, cbecc-com, etc.):select an option^yes^no",,2.0
follow agile methodology:select an option^yes^no,,2.0
"a reliable vehicle to use for work, a valid driver's license, and a clean driving record proinsurance:select an option^no^yes",,2.0
suite microsoft,,2.0
python have,,2.0
work authorization for canadapermanent resident/canadian citizenopen work permitclosed work permitstudy permittourist visa/transit visa:permanent resident/canadian citizen^open work permit^closed work permit^study permit^tourist visa/transit visa,,2.0
gis,,2.0
could provide us a link from the last web project did:select an option^yes^no,,2.0
are authorized to work the united states,,2.0
or interacted customers as part your job software developer:yes^no,,2.0
are authorized to lawfully work the country where this role is located:select an option^no^yes,,2.0
cloud,,2.0
3+ years development experience the renewable energy / energy storage industry:select an option^yes^no,,2.0
will need visa sponsorship:yes^no,,2.0
"list the number years experience javascript, typescript, node.js",,2.0
¿puedes desplazarte hasta la ubicación de este empleo:sí^no,,2.0
are based the united states or canada:yes^no,,2.0
wie viele jahre erfahrung haben sie mit sql,,2.0
years experience working python,,2.0
"creating a diverse and inclusive culture where we all feel welcomed, valued and empowered to achieve our full potential is important to fishawack health today and where were headed the future. learning more about the backgrounds candidates helps us to understand where we can more representative the society we operate in, and to ensure equal opportunity. it is entirely your choice as to whether share this information us if youd prefer not to share this can select the prefer not to say option(s).by sharing this information us, are playing a vital role informing how we can make fishawack health a more diverse and inclusive place for the benefit us all, it is solely used for this purpose and will not affect any decision relation to your potential employment.what gender identify as:female^male^non-binary^not declared^other gender identity",,2.0
experience working a consultancy:select an option^yes^no,,2.0
avez-vous déjà travaillé sur dataiku:select an option^yes^no,,2.0
"by checking this box, will declare that read and understand the forsta privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,2.0
"database experience the aws cloud-native variety (dynamodb, documentdb, rds, aurora)",,2.0
maîtrise de l'anglais parlé | command spoken english*débutant | beginnerpassable | fairly goodbonne | goodtrès bonne | very goodexcellente | excellent:débutant | beginner^passable | fairly good^bonne | good^très bonne | very good^excellente | excellent,,2.0
experience working microservice's & apis:select an option^no^yes,,2.0
data analyst/engineering  a work environment,,2.0
"hands-on experience ee lab equipment like oscopes, logic analyzers, spectrum analyzer, signal generators, power supplies, load banks.:select an option^yes^no",,2.0
java web containers (eg. jetty or tomcat),,2.0
a good understanding the uk energy market:select an option^yes^no,,2.0
professional  backend development,,2.0
salesforce sales cloud,,2.0
a bachelor's degree or equivalent training electrical engineering:select an option^yes^no,,2.0
expected salary as contractor (monthly usd),,2.0
experience python:select an option^yes^no,,2.0
application programming,,2.0
market data and financial services,,2.0
are currently subject to a non-compete or non-solicit your current employer:select an option^yes^no^unsure,,2.0
"¿conoces y aplicas lo conceptos de clean code, solid y la programación orienta a objetos (poo):select an option^yes^no",,2.0
practical experience open platform communication protocols such as mqtt,,2.0
¿tienes experiencia de 5 años o mas como desarrollador backend:select an option^yes^no,,2.0
"list the number years experience (elastic container registry (ecr), elastic compute service (ecs), and aws fargate",,2.0
how many successful professional projects delivered react,,2.0
veuillez confirmer que vous êtes légalement autorisé à travailler au canada pour notre organisation en vertu de lun des statuts suivants  / please confirm that are legally authorized to work canada for our company virtue one the following statuscitoyen canadien ou résident permanent/canadian citizen or permanent residentdétenteur dun permis de travail ouvert/an open work permit holderdétenteur dun permis de travail fermé/a close work permit holderdétenteur dun permis de travail étudiant/ a student work permit holder:citoyen canadien ou résident permanent/canadian citizen or permanent resident^détenteur dun permis de travail ouvert/an open work permit holder^détenteur dun permis de travail fermé/a close work permit holder^détenteur dun permis de travail étudiant/ a student work permit holder,,2.0
